Base Set - Concourse - Gold Flash Prizms,22,Kate Martin,Las Vegas Aces,/10
Base Set - Concourse - Gold Flash Prizms,23,Marine Johannes,New York Liberty,/10
Base Set - Concourse - Gold Flash Prizms,24,Isabelle Harrison,Chicago Sky,/10
Base Set - Concourse - Gold Flash Prizms,25,Diamond Miller,Minnesota Lynx,/10
Base Set - Concourse - Gold Flash Prizms,26,Tamika Catchings,Indiana Fever,/10
Base Set - Concourse - Gold Flash Prizms,27,Nika Muhl,Seattle Storm,/10
Base Set - Concourse - Gold Flash Prizms,28,Ivana Dojkic,New York Liberty,/10
Base Set - Concourse - Gold Flash Prizms,29,Chennedy Carter,Chicago Sky,/10
Base Set - Concourse - Gold Flash Prizms,30,Sue Bird,Seattle Storm,/10
Base Set - Concourse - Gold Flash Prizms,31,Tyasha Harris,Connecticut Sun,/10
Base Set - Concourse - Gold Flash Prizms,32,Natasha Howard,Dallas Wings,/10
Base Set - Concourse - Gold Flash Prizms,33,Kamilla Cardoso,Chicago Sky,/10
Base Set - Concourse - Gold Flash Prizms,34,Alissa Pili,Minnesota Lynx,/10
Base Set - Concourse - Gold Flash Prizms,35,Crystal Dangerfield,Los Angeles Sparks,/10
Base Set - Concourse - Gold Flash Prizms,36,Aaliyah Edwards,Washington Mystics,/10
Base Set - Concourse - Gold Flash Prizms,37,Natasha Cloud,Phoenix Mercury,/10
Base Set - Concourse - Gold Flash Prizms,38,Jackie Young,Las Vegas Aces,/10
Base Set - Concourse - Gold Flash Prizms,39,Satou Sabally,Dallas Wings,/10
Base Set - Concourse - Gold Flash Prizms,40,Sydney Colson,Las Vegas Aces,/10
Base Set - Concourse - Gold Flash Prizms,41,Marquesha Davis,New York Liberty,/10
Base Set - Concourse - Gold Flash Prizms,42,Ezi Magbegor,Seattle Storm,/10
Base Set - Concourse - Gold Flash Prizms,43,Alysha Clark,Las Vegas Aces,/10
Base Set - Concourse - Gold Flash Prizms,44,Tiffany Mitchell,Connecticut Sun,/10
Base Set - Concourse - Gold Flash Prizms,45,Arike Ogunbowale,Dallas Wings,/10
Base Set - Concourse - Gold Flash Prizms,46,Diana Taurasi,Phoenix Mercury,/10
Base Set - Concourse - Gold Flash Prizms,47,Zia Cooke,Los Angeles Sparks,/10
Base Set - Concourse - Gold Flash Prizms,48,DeWanna Bonner,Connecticut Sun,/10
Base Set - Concourse - Gold Flash Prizms,49,NaLyssa Smith,Indiana Fever,/10
Base Set - Concourse - Gold Flash Prizms,50,Grace Berger,Indiana Fever,/10
Base Set - Concourse - Gold Flash Prizms,51,Allisha Gray,Atlanta Dream,/10
Base Set - Concourse - Gold Flash Prizms,52,Aliyah Boston,Indiana Fever,/10
Base Set - Concourse - Gold Flash Prizms,53,Lou Lopez Senechal,Dallas Wings,/10
Base Set - Concourse - Gold Flash Prizms,54,Courtney Williams,Minnesota Lynx,/10
Base Set - Concourse - Gold Flash Prizms,55,Haley Jones,Atlanta Dream,/10
Base Set - Concourse - Gold Flash Prizms,56,Cameron Brink,Los Angeles Sparks,/10
Base Set - Concourse - Gold Flash Prizms,57,Julie Vanloo,Washington Mystics,/10
Base Set - Concourse - Gold Flash Prizms,58,Rickea Jackson,Los Angeles Sparks,/10
Base Set - Concourse - Gold Flash Prizms,59,DiDi Richards,Washington Mystics,/10
Base Set - Concourse - Gold Flash Prizms,60,Jacy Sheldon,Dallas Wings,/10
Base Set - Concourse - Gold Flash Prizms,61,Maddy Siegrist,Dallas Wings,/10
Base Set - Concourse - Gold Flash Prizms,62,Cheyenne Parker-Tyus,Atlanta Dream,/10
Base Set - Concourse - Gold Flash Prizms,63,Sabrina Ionescu,New York Liberty,/10
Base Set - Concourse - Gold Flash Prizms,64,Ariel Atkins,Washington Mystics,/10
Base Set - Concourse - Gold Flash Prizms,65,Rhyne Howard,Atlanta Dream,/10
Base Set - Concourse - Gold Flash Prizms,66,Nyara Sabally,New York Liberty,/10
Base Set - Concourse - Gold Flash Prizms,67,Lexie Brown,Los Angeles Sparks,/10
Base Set - Concourse - Gold Flash Prizms,68,Brittney Griner,Phoenix Mercury,/10
Base Set - Concourse - Gold Flash Prizms,69,Dorka Juhasz,Minnesota Lynx,/10
Base Set - Concourse - Gold Flash Prizms,70,Aerial Powers,Atlanta Dream,/10
Base Set - Concourse - Gold Flash Prizms,71,Sophie Cunningham,Phoenix Mercury,/10
Base Set - Concourse - Gold Flash Prizms,72,Caitlin Clark,Indiana Fever,/10
Base Set - Concourse - Gold Flash Prizms,73,Dana Evans,Chicago Sky,/10
Base Set - Concourse - Gold Flash Prizms,74,Li Yueru,Los Angeles Sparks,/10
Base Set - Concourse - Gold Flash Prizms,75,Kelsey Plum,Las Vegas Aces,/10
Base Set - Concourse - Gold Flash Prizms,76,Sheryl Swoopes,Houston Comets,/10
Base Set - Concourse - Gold Flash Prizms,77,Dearica Hamby,Los Angeles Sparks,/10
Base Set - Concourse - Gold Flash Prizms,78,Courtney Vandersloot,New York Liberty,/10
Base Set - Concourse - Gold Flash Prizms,79,Lexie Hull,Indiana Fever,/10
Base Set - Concourse - Gold Flash Prizms,80,Cynthia Cooper-Dyke,Houston Comets,/10
Base Set - Concourse - Gold Flash Prizms,81,Katie Lou Samuelson,Indiana Fever,/10
Base Set - Concourse - Gold Flash Prizms,82,Jordan Horston,Seattle Storm,/10
Base Set - Concourse - Gold Flash Prizms,83,Tina Charles,Atlanta Dream,/10
Base Set - Concourse - Gold Flash Prizms,84,Kayla McBride,Minnesota Lynx,/10
Base Set - Concourse - Gold Flash Prizms,85,Cheryl Miller,Phoenix Mercury,/10
Base Set - Concourse - Gold Flash Prizms,86,A'ja Wilson,Las Vegas Aces,/10
Base Set - Concourse - Gold Flash Prizms,87,Kelsey Mitchell,Indiana Fever,/10
Base Set - Concourse - Gold Flash Prizms,88,Brionna Jones,Connecticut Sun,/10
Base Set - Concourse - Gold Flash Prizms,89,Lauren Jackson,Seattle Storm,/10
Base Set - Concourse - Gold Flash Prizms,90,Nneka Ogwumike,Seattle Storm,/10
Base Set - Concourse - Gold Flash Prizms,91,Aari McDonald,Los Angeles Sparks,/10
Base Set - Concourse - Gold Flash Prizms,92,Moriah Jefferson,Chicago Sky,/10
Base Set - Concourse - Gold Flash Prizms,93,Jordin Canada,Atlanta Dream,/10
Base Set - Concourse - Gold Flash Prizms,94,Chelsea Gray,Las Vegas Aces,/10
Base Set - Concourse - Gold Flash Prizms,95,Marina Mabrey,Connecticut Sun,/10
Base Set - Concourse - Gold Flash Prizms,96,Nancy Lieberman,Phoenix Mercury,/10
Base Set - Concourse - Gold Flash Prizms,97,Lisa Leslie,Los Angeles Sparks,/10
Base Set - Concourse - Gold Flash Prizms,98,Kristi Toliver,Washington Mystics,/10
Base Set - Concourse - Gold Flash Prizms,99,Karlie Samuelson,Washington Mystics,/10
Base Set - Concourse - Gold Flash Prizms,100,Diamond DeShields,Chicago Sky,/10
Base Set - Concourse - Gold Ice Prizms,1,Elena Delle Donne,Washington Mystics,/10
Base Set - Concourse - Gold Ice Prizms,2,Alyssa Thomas,Connecticut Sun,/10
Base Set - Concourse - Gold Ice Prizms,3,Brittney Sykes,Washington Mystics,/10
Base Set - Concourse - Gold Ice Prizms,4,Jaelyn Brown,Dallas Wings,/10
Base Set - Concourse - Gold Ice Prizms,5,Angel Reese,Chicago Sky,/10
Base Set - Concourse - Gold Ice Prizms,6,Jewell Loyd,Seattle Storm,/10
Base Set - Concourse - Gold Ice Prizms,7,Stephanie Soares,Dallas Wings,/10
Base Set - Concourse - Gold Ice Prizms,8,Napheesa Collier,Minnesota Lynx,/10
Base Set - Concourse - Gold Ice Prizms,9,Stefanie Dolson,Washington Mystics,/10
Base Set - Concourse - Gold Ice Prizms,10,Kalani Brown,Dallas Wings,/10
Base Set - Concourse - Gold Ice Prizms,11,Betnijah Laney-Hamilton,New York Liberty,/10
Base Set - Concourse - Gold Ice Prizms,12,Skylar Diggins-Smith,Seattle Storm,/10
Base Set - Concourse - Gold Ice Prizms,13,Breanna Stewart,New York Liberty,/10
Base Set - Concourse - Gold Ice Prizms,14,Jonquel Jones,New York Liberty,/10
Base Set - Concourse - Gold Ice Prizms,15,Maya Moore,Minnesota Lynx,/10
Base Set - Concourse - Gold Ice Prizms,16,Celeste Taylor,Phoenix Mercury,/10
Base Set - Concourse - Gold Ice Prizms,17,Shakira Austin,Washington Mystics,/10
Base Set - Concourse - Gold Ice Prizms,18,DiJonai Carrington,Connecticut Sun,/10
Base Set - Concourse - Gold Ice Prizms,19,Erica Wheeler,Indiana Fever,/10
Base Set - Concourse - Gold Ice Prizms,20,Dawn Staley,Charlotte Sting,/10
Base Set - Concourse - Gold Ice Prizms,21,Kahleah Copper,Phoenix Mercury,/10
Base Set - Concourse - Gold Ice Prizms,22,Kate Martin,Las Vegas Aces,/10
Base Set - Concourse - Gold Ice Prizms,23,Marine Johannes,New York Liberty,/10
Base Set - Concourse - Gold Ice Prizms,24,Isabelle Harrison,Chicago Sky,/10
Base Set - Concourse - Gold Ice Prizms,25,Diamond Miller,Minnesota Lynx,/10
Base Set - Concourse - Gold Ice Prizms,26,Tamika Catchings,Indiana Fever,/10
Base Set - Concourse - Gold Ice Prizms,27,Nika Muhl,Seattle Storm,/10
Base Set - Concourse - Gold Ice Prizms,28,Ivana Dojkic,New York Liberty,/10
Base Set - Concourse - Gold Ice Prizms,29,Chennedy Carter,Chicago Sky,/10
Base Set - Concourse - Gold Ice Prizms,30,Sue Bird,Seattle Storm,/10
Base Set - Concourse - Gold Ice Prizms,31,Tyasha Harris,Connecticut Sun,/10
Base Set - Concourse - Gold Ice Prizms,32,Natasha Howard,Dallas Wings,/10
Base Set - Concourse - Gold Ice Prizms,33,Kamilla Cardoso,Chicago Sky,/10
Base Set - Concourse - Gold Ice Prizms,34,Alissa Pili,Minnesota Lynx,/10
Base Set - Concourse - Gold Ice Prizms,35,Crystal Dangerfield,Los Angeles Sparks,/10
Base Set - Concourse - Gold Ice Prizms,36,Aaliyah Edwards,Washington Mystics,/10
Base Set - Concourse - Gold Ice Prizms,37,Natasha Cloud,Phoenix Mercury,/10
Base Set - Concourse - Gold Ice Prizms,38,Jackie Young,Las Vegas Aces,/10
Base Set - Concourse - Gold Ice Prizms,39,Satou Sabally,Dallas Wings,/10
Base Set - Concourse - Gold Ice Prizms,40,Sydney Colson,Las Vegas Aces,/10
Base Set - Concourse - Gold Ice Prizms,41,Marquesha Davis,New York Liberty,/10
Base Set - Concourse - Gold Ice Prizms,42,Ezi Magbegor,Seattle Storm,/10
Base Set - Concourse - Gold Ice Prizms,43,Alysha Clark,Las Vegas Aces,/10
Base Set - Concourse - Gold Ice Prizms,44,Tiffany Mitchell,Connecticut Sun,/10
Base Set - Concourse - Gold Ice Prizms,45,Arike Ogunbowale,Dallas Wings,/10
Base Set - Concourse - Gold Ice Prizms,46,Diana Taurasi,Phoenix Mercury,/10
Base Set - Concourse - Gold Ice Prizms,47,Zia Cooke,Los Angeles Sparks,/10
Base Set - Concourse - Gold Ice Prizms,48,DeWanna Bonner,Connecticut Sun,/10
Base Set - Concourse - Gold Ice Prizms,49,NaLyssa Smith,Indiana Fever,/10
Base Set - Concourse - Gold Ice Prizms,50,Grace Berger,Indiana Fever,/10
Base Set - Concourse - Gold Ice Prizms,51,Allisha Gray,Atlanta Dream,/10
Base Set - Concourse - Gold Ice Prizms,52,Aliyah Boston,Indiana Fever,/10
Base Set - Concourse - Gold Ice Prizms,53,Lou Lopez Senechal,Dallas Wings,/10
Base Set - Concourse - Gold Ice Prizms,54,Courtney Williams,Minnesota Lynx,/10
Base Set - Concourse - Gold Ice Prizms,55,Haley Jones,Atlanta Dream,/10
Base Set - Concourse - Gold Ice Prizms,56,Cameron Brink,Los Angeles Sparks,/10
Base Set - Concourse - Gold Ice Prizms,57,Julie Vanloo,Washington Mystics,/10
Base Set - Concourse - Gold Ice Prizms,58,Rickea Jackson,Los Angeles Sparks,/10
Base Set - Concourse - Gold Ice Prizms,59,DiDi Richards,Washington Mystics,/10
Base Set - Concourse - Gold Ice Prizms,60,Jacy Sheldon,Dallas Wings,/10
Base Set - Concourse - Gold Ice Prizms,61,Maddy Siegrist,Dallas Wings,/10
Base Set - Concourse - Gold Ice Prizms,62,Cheyenne Parker-Tyus,Atlanta Dream,/10
Base Set - Concourse - Gold Ice Prizms,63,Sabrina Ionescu,New York Liberty,/10
Base Set - Concourse - Gold Ice Prizms,64,Ariel Atkins,Washington Mystics,/10
Base Set - Concourse - Gold Ice Prizms,65,Rhyne Howard,Atlanta Dream,/10
Base Set - Concourse - Gold Ice Prizms,66,Nyara Sabally,New York Liberty,/10
Base Set - Concourse - Gold Ice Prizms,67,Lexie Brown,Los Angeles Sparks,/10
Base Set - Concourse - Gold Ice Prizms,68,Brittney Griner,Phoenix Mercury,/10
Base Set - Concourse - Gold Ice Prizms,69,Dorka Juhasz,Minnesota Lynx,/10
Base Set - Concourse - Gold Ice Prizms,70,Aerial Powers,Atlanta Dream,/10
Base Set - Concourse - Gold Ice Prizms,71,Sophie Cunningham,Phoenix Mercury,/10
Base Set - Concourse - Gold Ice Prizms,72,Caitlin Clark,Indiana Fever,/10
Base Set - Concourse - Gold Ice Prizms,73,Dana Evans,Chicago Sky,/10
Base Set - Concourse - Gold Ice Prizms,74,Li Yueru,Los Angeles Sparks,/10
Base Set - Concourse - Gold Ice Prizms,75,Kelsey Plum,Las Vegas Aces,/10
Base Set - Concourse - Gold Ice Prizms,76,Sheryl Swoopes,Houston Comets,/10
Base Set - Concourse - Gold Ice Prizms,77,Dearica Hamby,Los Angeles Sparks,/10
Base Set - Concourse - Gold Ice Prizms,78,Courtney Vandersloot,New York Liberty,/10
Base Set - Concourse - Gold Ice Prizms,79,Lexie Hull,Indiana Fever,/10
Base Set - Concourse - Gold Ice Prizms,80,Cynthia Cooper-Dyke,Houston Comets,/10
Base Set - Concourse - Gold Ice Prizms,81,Katie Lou Samuelson,Indiana Fever,/10
Base Set - Concourse - Gold Ice Prizms,82,Jordan Horston,Seattle Storm,/10
Base Set - Concourse - Gold Ice Prizms,83,Tina Charles,Atlanta Dream,/10
Base Set - Concourse - Gold Ice Prizms,84,Kayla McBride,Minnesota Lynx,/10
Base Set - Concourse - Gold Ice Prizms,85,Cheryl Miller,Phoenix Mercury,/10
Base Set - Concourse - Gold Ice Prizms,86,A'ja Wilson,Las Vegas Aces,/10
Base Set - Concourse - Gold Ice Prizms,87,Kelsey Mitchell,Indiana Fever,/10
Base Set - Concourse - Gold Ice Prizms,88,Brionna Jones,Connecticut Sun,/10
Base Set - Concourse - Gold Ice Prizms,89,Lauren Jackson,Seattle Storm,/10
Base Set - Concourse - Gold Ice Prizms,90,Nneka Ogwumike,Seattle Storm,/10
Base Set - Concourse - Gold Ice Prizms,91,Aari McDonald,Los Angeles Sparks,/10
Base Set - Concourse - Gold Ice Prizms,92,Moriah Jefferson,Chicago Sky,/10
Base Set - Concourse - Gold Ice Prizms,93,Jordin Canada,Atlanta Dream,/10
Base Set - Concourse - Gold Ice Prizms,94,Chelsea Gray,Las Vegas Aces,/10
Base Set - Concourse - Gold Ice Prizms,95,Marina Mabrey,Connecticut Sun,/10
Base Set - Concourse - Gold Ice Prizms,96,Nancy Lieberman,Phoenix Mercury,/10
Base Set - Concourse - Gold Ice Prizms,97,Lisa Leslie,Los Angeles Sparks,/10
Base Set - Concourse - Gold Ice Prizms,98,Kristi Toliver,Washington Mystics,/10
Base Set - Concourse - Gold Ice Prizms,99,Karlie Samuelson,Washington Mystics,/10
Base Set - Concourse - Gold Ice Prizms,100,Diamond DeShields,Chicago Sky,/10
Base Set - Concourse - Gold Prizms,1,Elena Delle Donne,Washington Mystics,/10
Base Set - Concourse - Gold Prizms,2,Alyssa Thomas,Connecticut Sun,/10
Base Set - Concourse - Gold Prizms,3,Brittney Sykes,Washington Mystics,/10
Base Set - Concourse - Gold Prizms,4,Jaelyn Brown,Dallas Wings,/10
Base Set - Concourse - Gold Prizms,5,Angel Reese,Chicago Sky,/10
Base Set - Concourse - Gold Prizms,6,Jewell Loyd,Seattle Storm,/10
Base Set - Concourse - Gold Prizms,7,Stephanie Soares,Dallas Wings,/10
Base Set - Concourse - Gold Prizms,8,Napheesa Collier,Minnesota Lynx,/10
Base Set - Concourse - Gold Prizms,9,Stefanie Dolson,Washington Mystics,/10
Base Set - Concourse - Gold Prizms,10,Kalani Brown,Dallas Wings,/10
Base Set - Concourse - Gold Prizms,11,Betnijah Laney-Hamilton,New York Liberty,/10
Base Set - Concourse - Gold Prizms,12,Skylar Diggins-Smith,Seattle Storm,/10
Base Set - Concourse - Gold Prizms,13,Breanna Stewart,New York Liberty,/10
Base Set - Concourse - Gold Prizms,14,Jonquel Jones,New York Liberty,/10
Base Set - Concourse - Gold Prizms,15,Maya Moore,Minnesota Lynx,/10
Base Set - Concourse - Gold Prizms,16,Celeste Taylor,Phoenix Mercury,/10
Base Set - Concourse - Gold Prizms,17,Shakira Austin,Washington Mystics,/10
Base Set - Concourse - Gold Prizms,18,DiJonai Carrington,Connecticut Sun,/10
Base Set - Concourse - Gold Prizms,19,Erica Wheeler,Indiana Fever,/10
Base Set - Concourse - Gold Prizms,20,Dawn Staley,Charlotte Sting,/10
Base Set - Concourse - Gold Prizms,21,Kahleah Copper,Phoenix Mercury,/10
Base Set - Concourse - Gold Prizms,22,Kate Martin,Las Vegas Aces,/10
Base Set - Concourse - Gold Prizms,23,Marine Johannes,New York Liberty,/10
Base Set - Concourse - Gold Prizms,24,Isabelle Harrison,Chicago Sky,/10
Base Set - Concourse - Gold Prizms,25,Diamond Miller,Minnesota Lynx,/10
Base Set - Concourse - Gold Prizms,26,Tamika Catchings,Indiana Fever,/10
Base Set - Concourse - Gold Prizms,27,Nika Muhl,Seattle Storm,/10
Base Set - Concourse - Gold Prizms,28,Ivana Dojkic,New York Liberty,/10
Base Set - Concourse - Gold Prizms,29,Chennedy Carter,Chicago Sky,/10
Base Set - Concourse - Gold Prizms,30,Sue Bird,Seattle Storm,/10
Base Set - Concourse - Gold Prizms,31,Tyasha Harris,Connecticut Sun,/10
Base Set - Concourse - Gold Prizms,32,Natasha Howard,Dallas Wings,/10
Base Set - Concourse - Gold Prizms,33,Kamilla Cardoso,Chicago Sky,/10
Base Set - Concourse - Gold Prizms,34,Alissa Pili,Minnesota Lynx,/10
Base Set - Concourse - Gold Prizms,35,Crystal Dangerfield,Los Angeles Sparks,/10
Base Set - Concourse - Gold Prizms,36,Aaliyah Edwards,Washington Mystics,/10
Base Set - Concourse - Gold Prizms,37,Natasha Cloud,Phoenix Mercury,/10
Base Set - Concourse - Gold Prizms,38,Jackie Young,Las Vegas Aces,/10
Base Set - Concourse - Gold Prizms,39,Satou Sabally,Dallas Wings,/10
Base Set - Concourse - Gold Prizms,40,Sydney Colson,Las Vegas Aces,/10
Base Set - Concourse - Gold Prizms,41,Marquesha Davis,New York Liberty,/10
Base Set - Concourse - Gold Prizms,42,Ezi Magbegor,Seattle Storm,/10
Base Set - Concourse - Gold Prizms,43,Alysha Clark,Las Vegas Aces,/10
Base Set - Concourse - Gold Prizms,44,Tiffany Mitchell,Connecticut Sun,/10
Base Set - Concourse - Gold Prizms,45,Arike Ogunbowale,Dallas Wings,/10
Base Set - Concourse - Gold Prizms,46,Diana Taurasi,Phoenix Mercury,/10
Base Set - Concourse - Gold Prizms,47,Zia Cooke,Los Angeles Sparks,/10
Base Set - Concourse - Gold Prizms,48,DeWanna Bonner,Connecticut Sun,/10
Base Set - Concourse - Gold Prizms,49,NaLyssa Smith,Indiana Fever,/10
Base Set - Concourse - Gold Prizms,50,Grace Berger,Indiana Fever,/10
Base Set - Concourse - Gold Prizms,51,Allisha Gray,Atlanta Dream,/10
Base Set - Concourse - Gold Prizms,52,Aliyah Boston,Indiana Fever,/10
Base Set - Concourse - Gold Prizms,53,Lou Lopez Senechal,Dallas Wings,/10
Base Set - Concourse - Gold Prizms,54,Courtney Williams,Minnesota Lynx,/10
Base Set - Concourse - Gold Prizms,55,Haley Jones,Atlanta Dream,/10
Base Set - Concourse - Gold Prizms,56,Cameron Brink,Los Angeles Sparks,/10
Base Set - Concourse - Gold Prizms,57,Julie Vanloo,Washington Mystics,/10
Base Set - Concourse - Gold Prizms,58,Rickea Jackson,Los Angeles Sparks,/10
Base Set - Concourse - Gold Prizms,59,DiDi Richards,Washington Mystics,/10
Base Set - Concourse - Gold Prizms,60,Jacy Sheldon,Dallas Wings,/10
Base Set - Concourse - Gold Prizms,61,Maddy Siegrist,Dallas Wings,/10
Base Set - Concourse - Gold Prizms,62,Cheyenne Parker-Tyus,Atlanta Dream,/10
Base Set - Concourse - Gold Prizms,63,Sabrina Ionescu,New York Liberty,/10
Base Set - Concourse - Gold Prizms,64,Ariel Atkins,Washington Mystics,/10
Base Set - Concourse - Gold Prizms,65,Rhyne Howard,Atlanta Dream,/10
Base Set - Concourse - Gold Prizms,66,Nyara Sabally,New York Liberty,/10
Base Set - Concourse - Gold Prizms,67,Lexie Brown,Los Angeles Sparks,/10
Base Set - Concourse - Gold Prizms,68,Brittney Griner,Phoenix Mercury,/10
Base Set - Concourse - Gold Prizms,69,Dorka Juhasz,Minnesota Lynx,/10
Base Set - Concourse - Gold Prizms,70,Aerial Powers,Atlanta Dream,/10
Base Set - Concourse - Gold Prizms,71,Sophie Cunningham,Phoenix Mercury,/10
Base Set - Concourse - Gold Prizms,72,Caitlin Clark,Indiana Fever,/10
Base Set - Concourse - Gold Prizms,73,Dana Evans,Chicago Sky,/10
Base Set - Concourse - Gold Prizms,74,Li Yueru,Los Angeles Sparks,/10
Base Set - Concourse - Gold Prizms,75,Kelsey Plum,Las Vegas Aces,/10
Base Set - Concourse - Gold Prizms,76,Sheryl Swoopes,Houston Comets,/10
Base Set - Concourse - Gold Prizms,77,Dearica Hamby,Los Angeles Sparks,/10
Base Set - Concourse - Gold Prizms,78,Courtney Vandersloot,New York Liberty,/10
Base Set - Concourse - Gold Prizms,79,Lexie Hull,Indiana Fever,/10
Base Set - Concourse - Gold Prizms,80,Cynthia Cooper-Dyke,Houston Comets,/10
Base Set - Concourse - Gold Prizms,81,Katie Lou Samuelson,Indiana Fever,/10
Base Set - Concourse - Gold Prizms,82,Jordan Horston,Seattle Storm,/10
Base Set - Concourse - Gold Prizms,83,Tina Charles,Atlanta Dream,/10
Base Set - Concourse - Gold Prizms,84,Kayla McBride,Minnesota Lynx,/10
Base Set - Concourse - Gold Prizms,85,Cheryl Miller,Phoenix Mercury,/10
Base Set - Concourse - Gold Prizms,86,A'ja Wilson,Las Vegas Aces,/10
Base Set - Concourse - Gold Prizms,87,Kelsey Mitchell,Indiana Fever,/10
Base Set - Concourse - Gold Prizms,88,Brionna Jones,Connecticut Sun,/10
Base Set - Concourse - Gold Prizms,89,Lauren Jackson,Seattle Storm,/10
Base Set - Concourse - Gold Prizms,90,Nneka Ogwumike,Seattle Storm,/10
Base Set - Concourse - Gold Prizms,91,Aari McDonald,Los Angeles Sparks,/10
Base Set - Concourse - Gold Prizms,92,Moriah Jefferson,Chicago Sky,/10
Base Set - Concourse - Gold Prizms,93,Jordin Canada,Atlanta Dream,/10
Base Set - Concourse - Gold Prizms,94,Chelsea Gray,Las Vegas Aces,/10
Base Set - Concourse - Gold Prizms,95,Marina Mabrey,Connecticut Sun,/10
Base Set - Concourse - Gold Prizms,96,Nancy Lieberman,Phoenix Mercury,/10
Base Set - Concourse - Gold Prizms,97,Lisa Leslie,Los Angeles Sparks,/10
Base Set - Concourse - Gold Prizms,98,Kristi Toliver,Washington Mystics,/10
Base Set - Concourse - Gold Prizms,99,Karlie Samuelson,Washington Mystics,/10
Base Set - Concourse - Gold Prizms,100,Diamond DeShields,Chicago Sky,/10
Base Set - Concourse - Gold Vinyl Prizms,1,Elena Delle Donne,Washington Mystics,1/1
Base Set - Concourse - Gold Vinyl Prizms,2,Alyssa Thomas,Connecticut Sun,1/1
Base Set - Concourse - Gold Vinyl Prizms,3,Brittney Sykes,Washington Mystics,1/1
Base Set - Concourse - Gold Vinyl Prizms,4,Jaelyn Brown,Dallas Wings,1/1
Base Set - Concourse - Gold Vinyl Prizms,5,Angel Reese,Chicago Sky,1/1
Base Set - Concourse - Gold Vinyl Prizms,6,Jewell Loyd,Seattle Storm,1/1
Base Set - Concourse - Gold Vinyl Prizms,7,Stephanie Soares,Dallas Wings,1/1
Base Set - Concourse - Gold Vinyl Prizms,8,Napheesa Collier,Minnesota Lynx,1/1
Base Set - Concourse - Gold Vinyl Prizms,9,Stefanie Dolson,Washington Mystics,1/1
Base Set - Concourse - Gold Vinyl Prizms,10,Kalani Brown,Dallas Wings,1/1
Base Set - Concourse - Gold Vinyl Prizms,11,Betnijah Laney-Hamilton,New York Liberty,1/1
Base Set - Concourse - Gold Vinyl Prizms,12,Skylar Diggins-Smith,Seattle Storm,1/1
Base Set - Concourse - Gold Vinyl Prizms,13,Breanna Stewart,New York Liberty,1/1
Base Set - Concourse - Gold Vinyl Prizms,14,Jonquel Jones,New York Liberty,1/1
Base Set - Concourse - Gold Vinyl Prizms,15,Maya Moore,Minnesota Lynx,1/1
Base Set - Concourse - Gold Vinyl Prizms,16,Celeste Taylor,Phoenix Mercury,1/1
Base Set - Concourse - Gold Vinyl Prizms,17,Shakira Austin,Washington Mystics,1/1
Base Set - Concourse - Gold Vinyl Prizms,18,DiJonai Carrington,Connecticut Sun,1/1
Base Set - Concourse - Gold Vinyl Prizms,19,Erica Wheeler,Indiana Fever,1/1
Base Set - Concourse - Gold Vinyl Prizms,20,Dawn Staley,Charlotte Sting,1/1
Base Set - Concourse - Gold Vinyl Prizms,21,Kahleah Copper,Phoenix Mercury,1/1
Base Set - Concourse - Gold Vinyl Prizms,22,Kate Martin,Las Vegas Aces,1/1
Base Set - Concourse - Gold Vinyl Prizms,23,Marine Johannes,New York Liberty,1/1
Base Set - Concourse - Gold Vinyl Prizms,24,Isabelle Harrison,Chicago Sky,1/1
Base Set - Concourse - Gold Vinyl Prizms,25,Diamond Miller,Minnesota Lynx,1/1
Base Set - Concourse - Gold Vinyl Prizms,26,Tamika Catchings,Indiana Fever,1/1
Base Set - Concourse - Gold Vinyl Prizms,27,Nika Muhl,Seattle Storm,1/1
Base Set - Concourse - Gold Vinyl Prizms,28,Ivana Dojkic,New York Liberty,1/1
Base Set - Concourse - Gold Vinyl Prizms,29,Chennedy Carter,Chicago Sky,1/1
Base Set - Concourse - Gold Vinyl Prizms,30,Sue Bird,Seattle Storm,1/1
Base Set - Concourse - Gold Vinyl Prizms,31,Tyasha Harris,Connecticut Sun,1/1
Base Set - Concourse - Gold Vinyl Prizms,32,Natasha Howard,Dallas Wings,1/1
Base Set - Concourse - Gold Vinyl Prizms,33,Kamilla Cardoso,Chicago Sky,1/1
Base Set - Concourse - Gold Vinyl Prizms,34,Alissa Pili,Minnesota Lynx,1/1
Base Set - Concourse - Gold Vinyl Prizms,35,Crystal Dangerfield,Los Angeles Sparks,1/1
Base Set - Concourse - Gold Vinyl Prizms,36,Aaliyah Edwards,Washington Mystics,1/1
Base Set - Concourse - Gold Vinyl Prizms,37,Natasha Cloud,Phoenix Mercury,1/1
Base Set - Concourse - Gold Vinyl Prizms,38,Jackie Young,Las Vegas Aces,1/1
Base Set - Concourse - Gold Vinyl Prizms,39,Satou Sabally,Dallas Wings,1/1
Base Set - Concourse - Gold Vinyl Prizms,40,Sydney Colson,Las Vegas Aces,1/1
Base Set - Concourse - Gold Vinyl Prizms,41,Marquesha Davis,New York Liberty,1/1
Base Set - Concourse - Gold Vinyl Prizms,42,Ezi Magbegor,Seattle Storm,1/1
Base Set - Concourse - Gold Vinyl Prizms,43,Alysha Clark,Las Vegas Aces,1/1
