Card Set,Card Number,Athlete,Team,Sequence
Base Prizms Gold Vinyl,54,Laeticia Amihere,Atlanta Dream,1/1
Base Prizms Gold Vinyl,55,Gabby Williams,Seattle Storm,1/1
Base Prizms Gold Vinyl,56,Ariel Atkins,Washington Mystics,1/1
Base Prizms Gold Vinyl,57,Tiffany Mitchell,Connecticut Sun,1/1
Base Prizms Gold Vinyl,58,Diana Taurasi,Phoenix Mercury,1/1
Base Prizms Gold Vinyl,59,Cheryl Ford,Detroit Shock,1/1
Base Prizms Gold Vinyl,60,Rickea Jackson,Los Angeles Sparks,1/1
Base Prizms Gold Vinyl,61,Erica Wheeler,Indiana Fever,1/1
Base Prizms Gold Vinyl,62,Rae Burrell,Los Angeles Sparks,1/1
Base Prizms Gold Vinyl,63,Diamond Miller,Minnesota Lynx,1/1
Base Prizms Gold Vinyl,64,Kelsey Mitchell,Indiana Fever,1/1
Base Prizms Gold Vinyl,65,Charisma Osborne,Phoenix Mercury,1/1
Base Prizms Gold Vinyl,66,Chennedy Carter,Chicago Sky,1/1
Base Prizms Gold Vinyl,67,Emily Engstler,Washington Mystics,1/1
Base Prizms Gold Vinyl,68,Jade Melbourne,Washington Mystics,1/1
Base Prizms Gold Vinyl,69,Victoria Vivians,Seattle Storm,1/1
Base Prizms Gold Vinyl,70,Aaliyah Edwards,Washington Mystics,1/1
Base Prizms Gold Vinyl,71,Nia Coffey,Atlanta Dream,1/1
Base Prizms Gold Vinyl,72,Dana Evans,Chicago Sky,1/1
Base Prizms Gold Vinyl,73,Sydney Colson,Las Vegas Aces,1/1
Base Prizms Gold Vinyl,74,Sheryl Swoopes,Houston Comets,1/1
Base Prizms Gold Vinyl,75,Nika Muhl,Seattle Storm,1/1
Base Prizms Gold Vinyl,76,Skylar Diggins-Smith,Seattle Storm,1/1
Base Prizms Gold Vinyl,77,Kelsey Plum,Las Vegas Aces,1/1
Base Prizms Gold Vinyl,78,Megan Gustafson,Las Vegas Aces,1/1
Base Prizms Gold Vinyl,79,Courtney Williams,Minnesota Lynx,1/1
Base Prizms Gold Vinyl,80,Brittney Sykes,Washington Mystics,1/1
Base Prizms Gold Vinyl,81,Tiffany Hayes,Las Vegas Aces,1/1
Base Prizms Gold Vinyl,82,Karlie Samuelson,Washington Mystics,1/1
Base Prizms Gold Vinyl,83,Alissa Pili,Minnesota Lynx,1/1
Base Prizms Gold Vinyl,84,Chelsea Gray,Las Vegas Aces,1/1
Base Prizms Gold Vinyl,85,Alana Beard,Los Angeles Sparks,1/1
Base Prizms Gold Vinyl,86,A'ja Wilson,Las Vegas Aces,1/1
Base Prizms Gold Vinyl,87,Nyara Sabally,New York Liberty,1/1
Base Prizms Gold Vinyl,88,Sami Whitcomb,Seattle Storm,1/1
Base Prizms Gold Vinyl,89,Grace Berger,Indiana Fever,1/1
Base Prizms Gold Vinyl,90,Kayla Thornton,New York Liberty,1/1
Base Prizms Gold Vinyl,91,Jordin Canada,Atlanta Dream,1/1
Base Prizms Gold Vinyl,92,Sevgi Uzun,Dallas Wings,1/1
Base Prizms Gold Vinyl,93,Kamilla Cardoso,Chicago Sky,1/1
Base Prizms Gold Vinyl,94,Maddy Siegrist,Dallas Wings,1/1
Base Prizms Gold Vinyl,95,Olivia Epoupa,Minnesota Lynx,1/1
Base Prizms Gold Vinyl,96,Allisha Gray,Atlanta Dream,1/1
Base Prizms Gold Vinyl,97,Aari McDonald,Los Angeles Sparks,1/1
Base Prizms Gold Vinyl,98,Lisa Leslie,Los Angeles Sparks,1/1
Base Prizms Gold Vinyl,99,Breanna Stewart,New York Liberty,1/1
Base Prizms Gold Vinyl,100,Ruth Riley,Detroit Shock,1/1
Base Prizms Gold Vinyl,101,Alysha Clark,Las Vegas Aces,1/1
Base Prizms Gold Vinyl,102,Tyasha Harris,Connecticut Sun,1/1
Base Prizms Gold Vinyl,103,Jordan Horston,Seattle Storm,1/1
Base Prizms Gold Vinyl,104,Ivana Dojkic,New York Liberty,1/1
Base Prizms Gold Vinyl,105,Teaira McCowan,Dallas Wings,1/1
Base Prizms Gold Vinyl,106,Dawn Staley,Charlotte Sting,1/1
Base Prizms Gold Vinyl,107,Lindsay Allen,Chicago Sky,1/1
Base Prizms Gold Vinyl,108,Lauren Jackson,Seattle Storm,1/1
Base Prizms Gold Vinyl,109,Mercedes Russell,Seattle Storm,1/1
Base Prizms Gold Vinyl,110,Lexie Brown,Los Angeles Sparks,1/1
Base Prizms Gold Vinyl,111,Alanna Smith,Minnesota Lynx,1/1
Base Prizms Gold Vinyl,112,Sue Bird,Seattle Storm,1/1
Base Prizms Gold Vinyl,113,Brittney Griner,Phoenix Mercury,1/1
Base Prizms Gold Vinyl,114,Cheyenne Parker-Tyus,Atlanta Dream,1/1
Base Prizms Gold Vinyl,115,Kahleah Copper,Phoenix Mercury,1/1
Base Prizms Gold Vinyl,116,DeWanna Bonner,Connecticut Sun,1/1
Base Prizms Gold Vinyl,117,Sophie Cunningham,Phoenix Mercury,1/1
Base Prizms Gold Vinyl,118,DiJonai Carrington,Connecticut Sun,1/1
Base Prizms Gold Vinyl,119,Katie Douglas,Indiana Fever,1/1
Base Prizms Gold Vinyl,120,Monique Billings,Phoenix Mercury,1/1
Base Prizms Gold Vinyl,121,Lou Lopez Senechal,Dallas Wings,1/1
Base Prizms Gold Vinyl,122,Kiah Stokes,Las Vegas Aces,1/1
Base Prizms Gold Vinyl,123,Dorka Juhasz,Minnesota Lynx,1/1
Base Prizms Gold Vinyl,124,Rebecca Allen,Phoenix Mercury,1/1
Base Prizms Gold Vinyl,125,Cheryl Miller,Phoenix Mercury,1/1
Base Prizms Gold Vinyl,126,Kate Martin,Las Vegas Aces,1/1
Base Prizms Gold Vinyl,127,Cameron Brink,Los Angeles Sparks,1/1
Base Prizms Gold Vinyl,128,Katie Lou Samuelson,Indiana Fever,1/1
Base Prizms Gold Vinyl,129,Kia Nurse,Los Angeles Sparks,1/1
Base Prizms Gold Vinyl,130,Natasha Howard,Dallas Wings,1/1
Base Prizms Gold Vinyl,131,Moriah Jefferson,Chicago Sky,1/1
Base Prizms Gold Vinyl,132,Marina Mabrey,Connecticut Sun,1/1
Base Prizms Gold Vinyl,133,Kristy Wallace,Indiana Fever,1/1
Base Prizms Gold Vinyl,134,Shakira Austin,Washington Mystics,1/1
Base Prizms Gold Vinyl,135,Ticha Penicheiro,Sacramento Monarchs,1/1
Base Prizms Gold Vinyl,136,Temi Fagbenle,Indiana Fever,1/1
Base Prizms Gold Vinyl,137,NaLyssa Smith,Indiana Fever,1/1
Base Prizms Gold Vinyl,138,Bridget Carleton,Minnesota Lynx,1/1
Base Prizms Gold Vinyl,139,Nancy Lieberman,Phoenix Mercury,1/1
Base Prizms Gold Vinyl,140,Erica Wheeler,Indiana Fever,1/1
Base Prizms Gold Vinyl,141,Jacy Sheldon,Dallas Wings,1/1
Base Prizms Gold Vinyl,142,Aaliyah Edwards,Washington Mystics,1/1
Base Prizms Gold Vinyl,143,Cameron Brink,Los Angeles Sparks,1/1
Base Prizms Gold Vinyl,144,Rickea Jackson,Los Angeles Sparks,1/1
Base Prizms Gold Vinyl,145,Caitlin Clark,Indiana Fever,1/1
Base Prizms Gold Vinyl,146,Nika Muhl,Seattle Storm,1/1
Base Prizms Gold Vinyl,147,Angel Reese,Chicago Sky,1/1
Base Prizms Gold Vinyl,148,Kate Martin,Las Vegas Aces,1/1
Base Prizms Gold Vinyl,149,Kamilla Cardoso,Chicago Sky,1/1
Base Prizms Gold Vinyl,150,Alissa Pili,Minnesota Lynx,1/1
Base Prizms Green,1,Jackie Young,Las Vegas Aces,
Base Prizms Green,2,Haley Jones,Atlanta Dream,
Base Prizms Green,3,Aliyah Boston,Indiana Fever,
Base Prizms Green,4,Jacy Sheldon,Dallas Wings,
Base Prizms Green,5,Betnijah Laney-Hamilton,New York Liberty,
Base Prizms Green,6,Isabelle Harrison,Chicago Sky,
Base Prizms Green,7,Elena Delle Donne,Washington Mystics,
Base Prizms Green,8,Diamond DeShields,Chicago Sky,
Base Prizms Green,9,Joyner Holmes,Seattle Storm,
Base Prizms Green,10,Angel Reese,Chicago Sky,
Base Prizms Green,11,Natasha Cloud,Phoenix Mercury,
Base Prizms Green,12,Kristi Toliver,Washington Mystics,
Base Prizms Green,13,Kayla McBride,Minnesota Lynx,
Base Prizms Green,14,Jonquel Jones,New York Liberty,
Base Prizms Green,15,Ruthie Bolton,Sacramento Monarchs,
Base Prizms Green,16,Lexie Hull,Indiana Fever,
Base Prizms Green,17,Sabrina Ionescu,New York Liberty,
Base Prizms Green,18,Natisha Hiedeman,Minnesota Lynx,
Base Prizms Green,19,Dearica Hamby,Los Angeles Sparks,
Base Prizms Green,20,Myisha Hines-Allen,Minnesota Lynx,
Base Prizms Green,21,Cynthia Cooper-Dyke,Houston Comets,
Base Prizms Green,22,Caitlin Clark,Indiana Fever,
Base Prizms Green,23,Li Yueru,Los Angeles Sparks,
Base Prizms Green,24,Elizabeth Williams,Chicago Sky,
Base Prizms Green,25,Rachel Banham,Chicago Sky,
Base Prizms Green,26,Napheesa Collier,Minnesota Lynx,
Base Prizms Green,27,Brionna Jones,Connecticut Sun,
Base Prizms Green,28,Arike Ogunbowale,Dallas Wings,
Base Prizms Green,29,Kalani Brown,Dallas Wings,
Base Prizms Green,30,Leonie Fiebich,New York Liberty,
Base Prizms Green,31,Jaelyn Brown,Dallas Wings,
Base Prizms Green,32,Cappie Pondexter,New York Liberty,
Base Prizms Green,33,Jaylyn Sherrod,New York Liberty,
Base Prizms Green,34,Stefanie Dolson,Washington Mystics,
Base Prizms Green,35,Veronica Burton,Connecticut Sun,
Base Prizms Green,36,Tina Charles,Atlanta Dream,
Base Prizms Green,37,Aerial Powers,Atlanta Dream,
Base Prizms Green,38,Maya Caldwell,Indiana Fever,
Base Prizms Green,39,Rhyne Howard,Atlanta Dream,
Base Prizms Green,40,Tamika Catchings,Indiana Fever,
Base Prizms Green,41,Marine Johannes,New York Liberty,
Base Prizms Green,42,Julie Vanloo,Washington Mystics,
Base Prizms Green,43,Satou Sabally,Dallas Wings,
Base Prizms Green,44,Alyssa Thomas,Connecticut Sun,
Base Prizms Green,45,Marquesha Davis,New York Liberty,
Base Prizms Green,46,Zia Cooke,Los Angeles Sparks,
Base Prizms Green,47,Stephanie Soares,Dallas Wings,
Base Prizms Green,48,Celeste Taylor,Phoenix Mercury,
Base Prizms Green,49,Jewell Loyd,Seattle Storm,
Base Prizms Green,50,Ezi Magbegor,Seattle Storm,
Base Prizms Green,51,Sug Sutton,Washington Mystics,
Base Prizms Green,52,Nneka Ogwumike,Seattle Storm,
Base Prizms Green,53,Courtney Vandersloot,New York Liberty,
Base Prizms Green,54,Laeticia Amihere,Atlanta Dream,
Base Prizms Green,55,Gabby Williams,Seattle Storm,
Base Prizms Green,56,Ariel Atkins,Washington Mystics,
Base Prizms Green,57,Tiffany Mitchell,Connecticut Sun,
Base Prizms Green,58,Diana Taurasi,Phoenix Mercury,
Base Prizms Green,59,Cheryl Ford,Detroit Shock,
Base Prizms Green,60,Rickea Jackson,Los Angeles Sparks,
Base Prizms Green,61,Erica Wheeler,Indiana Fever,
Base Prizms Green,62,Rae Burrell,Los Angeles Sparks,
Base Prizms Green,63,Diamond Miller,Minnesota Lynx,
Base Prizms Green,64,Kelsey Mitchell,Indiana Fever,
Base Prizms Green,65,Charisma Osborne,Phoenix Mercury,
Base Prizms Green,66,Chennedy Carter,Chicago Sky,
Base Prizms Green,67,Emily Engstler,Washington Mystics,
Base Prizms Green,68,Jade Melbourne,Washington Mystics,
Base Prizms Green,69,Victoria Vivians,Seattle Storm,
Base Prizms Green,70,Aaliyah Edwards,Washington Mystics,
Base Prizms Green,71,Nia Coffey,Atlanta Dream,
Base Prizms Green,72,Dana Evans,Chicago Sky,
Base Prizms Green,73,Sydney Colson,Las Vegas Aces,
Base Prizms Green,74,Sheryl Swoopes,Houston Comets,
Base Prizms Green,75,Nika Muhl,Seattle Storm,
Base Prizms Green,76,Skylar Diggins-Smith,Seattle Storm,
Base Prizms Green,77,Kelsey Plum,Las Vegas Aces,
Base Prizms Green,78,Megan Gustafson,Las Vegas Aces,
Base Prizms Green,79,Courtney Williams,Minnesota Lynx,
Base Prizms Green,80,Brittney Sykes,Washington Mystics,
Base Prizms Green,81,Tiffany Hayes,Las Vegas Aces,
Base Prizms Green,82,Karlie Samuelson,Washington Mystics,
Base Prizms Green,83,Alissa Pili,Minnesota Lynx,
Base Prizms Green,84,Chelsea Gray,Las Vegas Aces,
Base Prizms Green,85,Alana Beard,Los Angeles Sparks,
Base Prizms Green,86,A'ja Wilson,Las Vegas Aces,
Base Prizms Green,87,Nyara Sabally,New York Liberty,
Base Prizms Green,88,Sami Whitcomb,Seattle Storm,
Base Prizms Green,89,Grace Berger,Indiana Fever,
Base Prizms Green,90,Kayla Thornton,New York Liberty,
Base Prizms Green,91,Jordin Canada,Atlanta Dream,
Base Prizms Green,92,Sevgi Uzun,Dallas Wings,
Base Prizms Green,93,Kamilla Cardoso,Chicago Sky,
Base Prizms Green,94,Maddy Siegrist,Dallas Wings,
Base Prizms Green,95,Olivia Epoupa,Minnesota Lynx,
Base Prizms Green,96,Allisha Gray,Atlanta Dream,
Base Prizms Green,97,Aari McDonald,Los Angeles Sparks,
Base Prizms Green,98,Lisa Leslie,Los Angeles Sparks,
Base Prizms Green,99,Breanna Stewart,New York Liberty,
Base Prizms Green,100,Ruth Riley,Detroit Shock,
Base Prizms Green,101,Alysha Clark,Las Vegas Aces,
Base Prizms Green,102,Tyasha Harris,Connecticut Sun,
Base Prizms Green,103,Jordan Horston,Seattle Storm,
Base Prizms Green,104,Ivana Dojkic,New York Liberty,
Base Prizms Green,105,Teaira McCowan,Dallas Wings,
Base Prizms Green,106,Dawn Staley,Charlotte Sting,
Base Prizms Green,107,Lindsay Allen,Chicago Sky,
Base Prizms Green,108,Lauren Jackson,Seattle Storm,
Base Prizms Green,109,Mercedes Russell,Seattle Storm,
Base Prizms Green,110,Lexie Brown,Los Angeles Sparks,
Base Prizms Green,111,Alanna Smith,Minnesota Lynx,
Base Prizms Green,112,Sue Bird,Seattle Storm,
Base Prizms Green,113,Brittney Griner,Phoenix Mercury,
Base Prizms Green,114,Cheyenne Parker-Tyus,Atlanta Dream,
Base Prizms Green,115,Kahleah Copper,Phoenix Mercury,
Base Prizms Green,116,DeWanna Bonner,Connecticut Sun,
Base Prizms Green,117,Sophie Cunningham,Phoenix Mercury,
Base Prizms Green,118,DiJonai Carrington,Connecticut Sun,
Base Prizms Green,119,Katie Douglas,Indiana Fever,
Base Prizms Green,120,Monique Billings,Phoenix Mercury,
Base Prizms Green,121,Lou Lopez Senechal,Dallas Wings,
Base Prizms Green,122,Kiah Stokes,Las Vegas Aces,
Base Prizms Green,123,Dorka Juhasz,Minnesota Lynx,
Base Prizms Green,124,Rebecca Allen,Phoenix Mercury,
Base Prizms Green,125,Cheryl Miller,Phoenix Mercury,
Base Prizms Green,126,Kate Martin,Las Vegas Aces,
Base Prizms Green,127,Cameron Brink,Los Angeles Sparks,
Base Prizms Green,128,Katie Lou Samuelson,Indiana Fever,
Base Prizms Green,129,Kia Nurse,Los Angeles Sparks,
Base Prizms Green,130,Natasha Howard,Dallas Wings,
Base Prizms Green,131,Moriah Jefferson,Chicago Sky,
Base Prizms Green,132,Marina Mabrey,Connecticut Sun,
Base Prizms Green,133,Kristy Wallace,Indiana Fever,
Base Prizms Green,134,Shakira Austin,Washington Mystics,
Base Prizms Green,135,Ticha Penicheiro,Sacramento Monarchs,
Base Prizms Green,136,Temi Fagbenle,Indiana Fever,
Base Prizms Green,137,NaLyssa Smith,Indiana Fever,
Base Prizms Green,138,Bridget Carleton,Minnesota Lynx,
Base Prizms Green,139,Nancy Lieberman,Phoenix Mercury,
Base Prizms Green,140,Elizabeth Kitley,Las Vegas Aces,
Base Prizms Green,141,Jacy Sheldon,Dallas Wings,
Base Prizms Green,142,Aaliyah Edwards,Washington Mystics,
Base Prizms Green,143,Cameron Brink,Los Angeles Sparks,
Base Prizms Green,144,Rickea Jackson,Los Angeles Sparks,
Base Prizms Green,145,Caitlin Clark,Indiana Fever,
Base Prizms Green,146,Nika Muhl,Seattle Storm,
Base Prizms Green,147,Angel Reese,Chicago Sky,
Base Prizms Green,148,Kate Martin,Las Vegas Aces,
Base Prizms Green,149,Kamilla Cardoso,Chicago Sky,
Base Prizms Green,150,Alissa Pili,Minnesota Lynx,
Base Prizms Green Pulsar,1,Jackie Young,Las Vegas Aces,/25
Base Prizms Green Pulsar,2,Haley Jones,Atlanta Dream,/25
Base Prizms Green Pulsar,3,Aliyah Boston,Indiana Fever,/25
Base Prizms Green Pulsar,4,Jacy Sheldon,Dallas Wings,/25
Base Prizms Green Pulsar,5,Betnijah Laney-Hamilton,New York Liberty,/25
Base Prizms Green Pulsar,6,Isabelle Harrison,Chicago Sky,/25
Base Prizms Green Pulsar,7,Elena Delle Donne,Washington Mystics,/25
Base Prizms Green Pulsar,8,Diamond DeShields,Chicago Sky,/25
Base Prizms Green Pulsar,9,Joyner Holmes,Seattle Storm,/25
Base Prizms Green Pulsar,10,Angel Reese,Chicago Sky,/25
Base Prizms Green Pulsar,11,Natasha Cloud,Phoenix Mercury,/25
Base Prizms Green Pulsar,12,Kristi Toliver,Washington Mystics,/25
Base Prizms Green Pulsar,13,Kayla McBride,Minnesota Lynx,/25
Base Prizms Green Pulsar,14,Jonquel Jones,New York Liberty,/25
Base Prizms Green Pulsar,15,Ruthie Bolton,Sacramento Monarchs,/25
Base Prizms Green Pulsar,16,Lexie Hull,Indiana Fever,/25
Base Prizms Green Pulsar,17,Sabrina Ionescu,New York Liberty,/25
Base Prizms Green Pulsar,18,Natisha Hiedeman,Minnesota Lynx,/25
Base Prizms Green Pulsar,19,Dearica Hamby,Los Angeles Sparks,/25
Base Prizms Green Pulsar,20,Myisha Hines-Allen,Minnesota Lynx,/25
Base Prizms Green Pulsar,21,Cynthia Cooper-Dyke,Houston Comets,/25
Base Prizms Green Pulsar,22,Caitlin Clark,Indiana Fever,/25
Base Prizms Green Pulsar,23,Li Yueru,Los Angeles Sparks,/25
Base Prizms Green Pulsar,24,Elizabeth Williams,Chicago Sky,/25
Base Prizms Green Pulsar,25,Rachel Banham,Chicago Sky,/25
Base Prizms Green Pulsar,26,Napheesa Collier,Minnesota Lynx,/25
Base Prizms Green Pulsar,27,Brionna Jones,Connecticut Sun,/25
Base Prizms Green Pulsar,28,Arike Ogunbowale,Dallas Wings,/25
Base Prizms Green Pulsar,29,Kalani Brown,Dallas Wings,/25
Base Prizms Green Pulsar,30,Leonie Fiebich,New York Liberty,/25
Base Prizms Green Pulsar,31,Jaelyn Brown,Dallas Wings,/25
Base Prizms Green Pulsar,32,Cappie Pondexter,New York Liberty,/25
Base Prizms Green Pulsar,33,Jaylyn Sherrod,New York Liberty,/25
Base Prizms Green Pulsar,34,Stefanie Dolson,Washington Mystics,/25
Base Prizms Green Pulsar,35,Veronica Burton,Connecticut Sun,/25
Base Prizms Green Pulsar,36,Tina Charles,Atlanta Dream,/25
Base Prizms Green Pulsar,37,Aerial Powers,Atlanta Dream,/25
Base Prizms Green Pulsar,38,Maya Caldwell,Indiana Fever,/25
Base Prizms Green Pulsar,39,Rhyne Howard,Atlanta Dream,/25
Base Prizms Green Pulsar,40,Tamika Catchings,Indiana Fever,/25
Base Prizms Green Pulsar,41,Marine Johannes,New York Liberty,/25
Base Prizms Green Pulsar,42,Julie Vanloo,Washington Mystics,/25
Base Prizms Green Pulsar,43,Satou Sabally,Dallas Wings,/25
Base Prizms Green Pulsar,44,Alyssa Thomas,Connecticut Sun,/25
Base Prizms Green Pulsar,45,Marquesha Davis,New York Liberty,/25
Base Prizms Green Pulsar,46,Zia Cooke,Los Angeles Sparks,/25
Base Prizms Green Pulsar,47,Stephanie Soares,Dallas Wings,/25
Base Prizms Green Pulsar,48,Celeste Taylor,Phoenix Mercury,/25
Base Prizms Green Pulsar,49,Jewell Loyd,Seattle Storm,/25
Base Prizms Green Pulsar,50,Ezi Magbegor,Seattle Storm,/25
Base Prizms Green Pulsar,51,Sug Sutton,Washington Mystics,/25
Base Prizms Green Pulsar,52,Nneka Ogwumike,Seattle Storm,/25
Base Prizms Green Pulsar,53,Courtney Vandersloot,New York Liberty,/25
Base Prizms Green Pulsar,54,Laeticia Amihere,Atlanta Dream,/25
Base Prizms Green Pulsar,55,Gabby Williams,Seattle Storm,/25
Base Prizms Green Pulsar,56,Ariel Atkins,Washington Mystics,/25
Base Prizms Green Pulsar,57,Tiffany Mitchell,Connecticut Sun,/25
Base Prizms Green Pulsar,58,Diana Taurasi,Phoenix Mercury,/25
Base Prizms Green Pulsar,59,Cheryl Ford,Detroit Shock,/25
Base Prizms Green Pulsar,60,Rickea Jackson,Los Angeles Sparks,/25
Base Prizms Green Pulsar,61,Erica Wheeler,Indiana Fever,/25
Base Prizms Green Pulsar,62,Rae Burrell,Los Angeles Sparks,/25
Base Prizms Green Pulsar,63,Diamond Miller,Minnesota Lynx,/25
Base Prizms Green Pulsar,64,Kelsey Mitchell,Indiana Fever,/25
Base Prizms Green Pulsar,65,Charisma Osborne,Phoenix Mercury,/25
Base Prizms Green Pulsar,66,Chennedy Carter,Chicago Sky,/25
Base Prizms Green Pulsar,67,Emily Engstler,Washington Mystics,/25
Base Prizms Green Pulsar,68,Jade Melbourne,Washington Mystics,/25
Base Prizms Green Pulsar,69,Victoria Vivians,Seattle Storm,/25
Base Prizms Green Pulsar,70,Aaliyah Edwards,Washington Mystics,/25
Base Prizms Green Pulsar,71,Nia Coffey,Atlanta Dream,/25
Base Prizms Green Pulsar,72,Dana Evans,Chicago Sky,/25
Base Prizms Green Pulsar,73,Sydney Colson,Las Vegas Aces,/25
Base Prizms Green Pulsar,74,Sheryl Swoopes,Houston Comets,/25
Base Prizms Green Pulsar,75,Nika Muhl,Seattle Storm,/25
Base Prizms Green Pulsar,76,Skylar Diggins-Smith,Seattle Storm,/25
Base Prizms Green Pulsar,77,Kelsey Plum,Las Vegas Aces,/25
Base Prizms Green Pulsar,78,Megan Gustafson,Las Vegas Aces,/25
Base Prizms Green Pulsar,79,Courtney Williams,Minnesota Lynx,/25
Base Prizms Green Pulsar,80,Brittney Sykes,Washington Mystics,/25
Base Prizms Green Pulsar,81,Tiffany Hayes,Las Vegas Aces,/25
Base Prizms Green Pulsar,82,Karlie Samuelson,Washington Mystics,/25
Base Prizms Green Pulsar,83,Alissa Pili,Minnesota Lynx,/25
Base Prizms Green Pulsar,84,Chelsea Gray,Las Vegas Aces,/25
Base Prizms Green Pulsar,85,Alana Beard,Los Angeles Sparks,/25
Base Prizms Green Pulsar,86,A'ja Wilson,Las Vegas Aces,/25
Base Prizms Green Pulsar,87,Nyara Sabally,New York Liberty,/25
Base Prizms Green Pulsar,88,Sami Whitcomb,Seattle Storm,/25
Base Prizms Green Pulsar,89,Grace Berger,Indiana Fever,/25
Base Prizms Green Pulsar,90,Kayla Thornton,New York Liberty,/25
Base Prizms Green Pulsar,91,Jordin Canada,Atlanta Dream,/25
Base Prizms Green Pulsar,92,Sevgi Uzun,Dallas Wings,/25
Base Prizms Green Pulsar,93,Kamilla Cardoso,Chicago Sky,/25
Base Prizms Green Pulsar,94,Maddy Siegrist,Dallas Wings,/25
Base Prizms Green Pulsar,95,Olivia Epoupa,Minnesota Lynx,/25
Base Prizms Green Pulsar,96,Allisha Gray,Atlanta Dream,/25
Base Prizms Green Pulsar,97,Aari McDonald,Los Angeles Sparks,/25
Base Prizms Green Pulsar,98,Lisa Leslie,Los Angeles Sparks,/25
Base Prizms Green Pulsar,99,Breanna Stewart,New York Liberty,/25
Base Prizms Green Pulsar,100,Ruth Riley,Detroit Shock,/25
Base Prizms Green Pulsar,101,Alysha Clark,Las Vegas Aces,/25
Base Prizms Green Pulsar,102,Tyasha Harris,Connecticut Sun,/25
Base Prizms Green Pulsar,103,Jordan Horston,Seattle Storm,/25
Base Prizms Green Pulsar,104,Ivana Dojkic,New York Liberty,/25
Base Prizms Green Pulsar,105,Teaira McCowan,Dallas Wings,/25
Base Prizms Green Pulsar,106,Dawn Staley,Charlotte Sting,/25
Base Prizms Green Pulsar,107,Lindsay Allen,Chicago Sky,/25
Base Prizms Green Pulsar,108,Lauren Jackson,Seattle Storm,/25
Base Prizms Green Pulsar,109,Mercedes Russell,Seattle Storm,/25
Base Prizms Green Pulsar,110,Lexie Brown,Los Angeles Sparks,/25
Base Prizms Green Pulsar,111,Alanna Smith,Minnesota Lynx,/25
Base Prizms Green Pulsar,112,Sue Bird,Seattle Storm,/25
Base Prizms Green Pulsar,113,Brittney Griner,Phoenix Mercury,/25
Base Prizms Green Pulsar,114,Cheyenne Parker-Tyus,Atlanta Dream,/25
Base Prizms Green Pulsar,115,Kahleah Copper,Phoenix Mercury,/25
Base Prizms Green Pulsar,116,DeWanna Bonner,Connecticut Sun,/25
Base Prizms Green Pulsar,117,Sophie Cunningham,Phoenix Mercury,/25
Base Prizms Green Pulsar,118,DiJonai Carrington,Connecticut Sun,/25
Base Prizms Green Pulsar,119,Katie Douglas,Indiana Fever,/25
Base Prizms Green Pulsar,120,Monique Billings,Phoenix Mercury,/25
Base Prizms Green Pulsar,121,Lou Lopez Senechal,Dallas Wings,/25
Base Prizms Green Pulsar,122,Kiah Stokes,Las Vegas Aces,/25
Base Prizms Green Pulsar,123,Dorka Juhasz,Minnesota Lynx,/25
Base Prizms Green Pulsar,124,Rebecca Allen,Phoenix Mercury,/25
Base Prizms Green Pulsar,125,Cheryl Miller,Phoenix Mercury,/25
Base Prizms Green Pulsar,126,Kate Martin,Las Vegas Aces,/25
Base Prizms Green Pulsar,127,Cameron Brink,Los Angeles Sparks,/25
Base Prizms Green Pulsar,128,Katie Lou Samuelson,Indiana Fever,/25
Base Prizms Green Pulsar,129,Kia Nurse,Los Angeles Sparks,/25
Base Prizms Green Pulsar,130,Natasha Howard,Dallas Wings,/25
Base Prizms Green Pulsar,131,Moriah Jefferson,Chicago Sky,/25
Base Prizms Green Pulsar,132,Marina Mabrey,Connecticut Sun,/25
Base Prizms Green Pulsar,133,Kristy Wallace,Indiana Fever,/25
Base Prizms Green Pulsar,134,Shakira Austin,Washington Mystics,/25
Base Prizms Green Pulsar,135,Ticha Penicheiro,Sacramento Monarchs,/25
Base Prizms Green Pulsar,136,Temi Fagbenle,Indiana Fever,/25
Base Prizms Green Pulsar,137,NaLyssa Smith,Indiana Fever,/25
Base Prizms Green Pulsar,138,Bridget Carleton,Minnesota Lynx,/25
Base Prizms Green Pulsar,139,Nancy Lieberman,Phoenix Mercury,/25
Base Prizms Green Pulsar,140,Elizabeth Kitley,Las Vegas Aces,/25
Base Prizms Green Pulsar,141,Jacy Sheldon,Dallas Wings,/25
Base Prizms Green Pulsar,142,Aaliyah Edwards,Washington Mystics,/25
Base Prizms Green Pulsar,143,Cameron Brink,Los Angeles Sparks,/25
Base Prizms Green Pulsar,144,Rickea Jackson,Los Angeles Sparks,/25
Base Prizms Green Pulsar,145,Caitlin Clark,Indiana Fever,/25
Base Prizms Green Pulsar,146,Nika Muhl,Seattle Storm,/25
Base Prizms Green Pulsar,147,Angel Reese,Chicago Sky,/25
Base Prizms Green Pulsar,148,Kate Martin,Las Vegas Aces,/25
Base Prizms Green Pulsar,149,Kamilla Cardoso,Chicago Sky,/25
Base Prizms Green Pulsar,150,Alissa Pili,Minnesota Lynx,/25
Base Prizms Ice,1,Jackie Young,Las Vegas Aces,
Base Prizms Ice,2,Haley Jones,Atlanta Dream,
Base Prizms Ice,3,Aliyah Boston,Indiana Fever,
Base Prizms Ice,4,Jacy Sheldon,Dallas Wings,
